Page ID	Document URL	Reference number	Reference
doc57	https://en.wikipedia.org/wiki/Laudabiliter	[18],[24],[25],[33],[43],[53]	Gasquet, Cardinal (1922). Monastic Life in the Middle Ages . London: G. Bell & Sons Ltd. pp. 163–164.
doc57	https://en.wikipedia.org/wiki/Laudabiliter	[19],[23]	Tarleton, Alfred Henry (1896). Nicholas Breakspear (Adrian IV.): Englishman and Pope . A. L. Humphreys.
doc57	https://en.wikipedia.org/wiki/Laudabiliter	[20]	Williams, L. F. Rushbrook. History of the Abbey of St. Alban , Longman's Green & Co. London 1917, pp.70–71
doc57	https://en.wikipedia.org/wiki/Laudabiliter	[21]	Hosler, John D., Henry II: A Medieval Soldier at War, 1147-1189 , BRILL, 2007 ISBN 9789004157248
doc57	https://en.wikipedia.org/wiki/Laudabiliter	[22]	Williams, L. F. Rushbrook (1917). History of the Abbey of St. Alban . London: Longman's Green & Co. pp. 70–71.
doc57	https://en.wikipedia.org/wiki/Laudabiliter	[26]	McCormick, Stephen J. (1889). The Pope and Ireland . San Francisco: A. Waldteufel. p. 29.
doc57	https://en.wikipedia.org/wiki/Laudabiliter	[28]	McCormick, Stephen J. (1889). The Pope and Ireland . San Francisco: A. Waldteufel. p. 30.
doc57	https://en.wikipedia.org/wiki/Laudabiliter	[29],[60]	Mackie, J. Duncan (1907). Pope Adrian IV. The Lothian Essay . Oxford: B. H. Blackwell. p. 111.
doc57	https://en.wikipedia.org/wiki/Laudabiliter	[30],[35],[42],[44]	Thatcher, Oliver Joseph (1903). Studies Concerning Adrian IV . Chicago: The Decennial Publications. p. 4.
doc57	https://en.wikipedia.org/wiki/Laudabiliter	[31]	"Moore, Thomas (1840). ""XXXII"". The History of Ireland . Vol. 2 (New ed.). London: Longman, Orme, Brown, Green. p. 342."
doc57	https://en.wikipedia.org/wiki/Laudabiliter	[32]	"Richter, Michael. ""The First Century of Anglo-Irish Relations"", History , 59, 1974, pp.195-210"
doc57	https://en.wikipedia.org/wiki/Laudabiliter	[34]	Giraldus Cambrensis (1891). Frederick J. Furnivall M.A. (ed.). The English Conquest of Ireland a.d. 1166–1185: Mainly from the 'Expugnato Hibernica' of Giraldus Cambrensis . Vol. 1. Published for The Early English Text Society. London: Kegan Paul, Trench, Trubner & Co., Limited. pp. xiii.
doc57	https://en.wikipedia.org/wiki/Laudabiliter	[36],[49]	Ginnell, Laurence (1899). The Doubtful Grant of Ireland By Pope Adrian IV. To King Henry Investigated . Dublin: Fallon & Co. p. 1.
doc57	https://en.wikipedia.org/wiki/Laudabiliter	[37],[45],[46],[52]	"Burke, Very Rev. Thomas N. (1873). ""1"". English Misrule in Ireland: A Course of Lectures in Reply to J. A Froude . Vol. 1. New York: Lynch, Cole & Meehan. p. 28."
doc57	https://en.wikipedia.org/wiki/Laudabiliter	[38]	"O'Hegarty, P. S. (1918). ""1"". The Indestructible Nation . Vol. 1. Dublin & London: Maunsel & Company, Ltd. p. 3."
doc57	https://en.wikipedia.org/wiki/Laudabiliter	[39]	Lynch, John (1848). Matthew Kelly (ed.). Cambrensis Eversus: The History of Ireland Vindicated . Dublin: The Celtic Society. pp. iii.
doc57	https://en.wikipedia.org/wiki/Laudabiliter	[40]	Davidson LS & Ward JO, The sorcery trial of Alice Kyteler (New York, 1993), appendix 8. ISBN 0-86698-171-3
doc57	https://en.wikipedia.org/wiki/Laudabiliter	[47]	Paul, Herbert (1905). The Life of Froude . London: Sir Isaac Pitman & Sons, Ltd. p. 218.
doc57	https://en.wikipedia.org/wiki/Laudabiliter	[48]	Orpen, Goddard Henry (1911). Ireland Under the Normans 1169–1216 . Vol. 1. Oxford: Clarendon Press. p. 288.
doc57	https://en.wikipedia.org/wiki/Laudabiliter	[50]	Ua Clerigh, Arthur. History of Ireland , xxvi, Dublin, 1906
doc57	https://en.wikipedia.org/wiki/Laudabiliter	[51]	"Phillips, J. R. S. (1990). ""The Irish remonstrance of 1317: an international perspective"". Irish Historical Studies . 27 (106): 112–129. doi : 10.1017/S0021121400018265 . S2CID 156521212 ."
doc57	https://en.wikipedia.org/wiki/Laudabiliter	[54]	"Duggan, Anne (13 February 2013). ""Laudabiliter: a new interpretation by Professor Anne Duggan"" . History Ireland . Retrieved 30 January 2016 ."
doc57	https://en.wikipedia.org/wiki/Laudabiliter	[55]	Scheffer-Boichorst, Paul. Mittheilungen des Instituts für österreichische Geschichtsforschung IV, supplementary vol., 1893, p. 101
doc57	https://en.wikipedia.org/wiki/Laudabiliter	[56]	Liebermann, Felix. Deutsche Zeitschrift für Geschichtswissenschaft 1892, I, 58
doc57	https://en.wikipedia.org/wiki/Laudabiliter	[57]	"""Kostick, Conor. ""Laudabiliter: a new interpretation by Professor Anne Duggan"", Early Modern History (1500–1700) , Issue 3 (May/Jun 2005), News, Vol. 13"" . Historyireland.com. 12 February 2009 . Retrieved 12 February 2019 ."
doc57	https://en.wikipedia.org/wiki/Laudabiliter	[58]	Ginnell, Laurence. The Doubtful Grant of Ireland By Pope Adrian IV to King Henry Investigated , Fallon & Co, Dublin (1899), pp.4-5
doc57	https://en.wikipedia.org/wiki/Laudabiliter	[59]	"""Ginnell, Laurence. ""An Bullae Pontificae An Non"", The New Irish Review , Vol.8, New Ireland Review Office, 1898"" . 1898 . Retrieved 12 February 2019 ."
doc57	https://en.wikipedia.org/wiki/Laudabiliter	[61]	"Lidbetter, Sebastian (2019). ""HADRIAN IV (1154-1159) AND THE ""BULL"" LAUDABILITER: A HISTORIOGRAPHICAL REVIEW, p.16"" ."
doc57	https://en.wikipedia.org/wiki/Laudabiliter	[62]	"""Pope Adrian's Bull ""Laudabiliter"" and note upon it"" . www.libraryireland.com . Retrieved 24 November 2017 ."
doc57	https://en.wikipedia.org/wiki/Laudabiliter	[63]	"""Robert Bruce, King of Scots | University of Strathclyde"" . www.strath.ac.uk . Archived from the original on 15 April 2023 . Retrieved 15 April 2023 ."
doc57	https://en.wikipedia.org/wiki/Laudabiliter	[64]	"""Full Text of 1317 Remonstrance"" . Ucc.ie . Retrieved 12 February 2019 ."
doc57	https://en.wikipedia.org/wiki/Laudabiliter	[65]	Magnum Bullarium Romanum Volume 4, part 1, page 315 (1743 edition; facsimile reprint 1965).
doc58	https://en.wikipedia.org/wiki/Ordinance_of_Normandy	[1]	In Medieval French , the word langue/lange is used for a linguistic community and people or the territory where a language is spoken, [4] [5] as for the langues of the Knights Hospitaller .
